Song_title,Song_artist,categoryId,channelId,channelTitle,commentCount,dislikeCount,favoriteCount,likeCount,tags,title,videoId,viewCount
"Thank U, Next",Ariana Grande,10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,663016,357697,0,8120132,"['Ariana', 'Grande', 'thank', 'next', 'Republic', 'Records', 'Pop']","Ariana Grande - thank u, next",gl1aHhXnN1k,231732139
Without Me,Halsey,10,UCm3FgJ2Hqm7tb70T-GfwXVA,HalseyVEVO,37929,25356,0,1157239,"['halsey without me', 'halsey', 'without me', 'halsey alone', 'halsey eastside', 'eastside', 'hfk', 'hopeless fountain kingdom', 'halsey bad at love', 'bad at love', 'now or never', 'halsey now or never', 'halsey him & i', 'halsey strangers']",Halsey - Without Me,ZAfAud_M_mg,61464289
Sicko Mode,Travis Scott,10,UClRx3MMyYUyqOxyEqA5F2nQ,TravisScottVEVO,126968,103542,0,2102760,"['travis scott', 'sicko mode', 'sicko mode music video', 'sicko mode official video', 'sicko mode official', 'ASTROWORLD', 'ASTROWORLD official', 'Rodeo', 'Days Before Rodeo', 'La Flame', 'LaFlame', 'Birds in the Trap', 'Birds in the Trap Sing McKnight', 'Goosebumps', '3500', 'travis scott new music', 'astroworld new music', 'watch', 'butterfly effect', 'beibs in the trap', 'antidote', '21 savage', 'A$AP rocky', 'chief keef', 'A$AP mob', 'A$AP ferg', 'rae sremmurd', 'Epic/Grand Hustle/Cactus Jack']",Travis Scott - SICKO MODE ft. Drake,6ONRf7h3Mdk,169182559
Happier,Marshmello & Bastille,10,UCEdvpU2pFRCVqU6yIPyTpMQ,Marshmello,213618,39980,0,2630802,"['happier', 'marshmello', 'bastille', 'marshmello happier', 'happy', 'happier marshmello', 'happier music video', 'happier bastille', 'taki taki', 'music video', 'pop', 'ariana grande', 'zeze', 'miranda cosgrove', 'thank u next', 'happier lyrics', 'marshmello friends', 'top hits', 'pop music', 'puppy', 'astralwerks', 'imagine dragons', 'maroon 5', 'twenty one pilots', 'shawn mendes', 'calvin harris', 'alan walker', 'selena gomez', '2018', 'thank you next', '2019', 'for you', 'tik tok meme', 'sicko mode', 'family', 'ariana', 'grande', 'thank', 'next', 'dummy boy']",Marshmello ft. Bastille - Happier (Official Music Video),m7Bc3pLyij0,127921439
High Hopes,Panic! At The Disco,10,UColJTBTSGqaaZr5NOk5r3Pg,Panic! At The Disco,81771,32808,0,1534225,"['Panic! At The Disco', 'Panic At The Disco', 'Panic!', 'Brendon Urie', 'Brendon Urie Songs', 'High Hopes Music Video', 'High Hopes', 'Panic', 'Pray For The Wicked', 'Official Video', 'High High Hopes', 'Stay Up On That Rise', 'always had high high hopes', 'P!ATD', 'FBR', 'Fueled By Ramen', 'Kenny Harris', 'Nicole Row', 'Dan Pawlovich', 'Panic! At The Disco - High Hopes (Official Video)', 'High Hopes (Official Video)', 'Panic! At The Disco - High Hopes', 'panic at the disco high hopes', 'high hopes panic at the disco']",Panic! At The Disco - High Hopes (Official Video),IPXIgEAGe4U,109787227
All I Want For Christmas Is You,Mariah Carey,10,UClS0wn3LPs9jdX_yt2g1k8w,MariahCareyVEVO,175093,113578,0,2257748,"['mariah carey all i want for christmas is you extra festive', 'Mariah Carey All I Want For Christmas Is You live', 'without you', 'acoustic', 'hero', 'music', 'mariah carey all i want for christmas is you karaoke', 'infinity', 'we belong together', 'instrumental', 'Mariah Carey All I Want For Christmas Is You', 'obsessed', 'Mariah Carey', 'vevo', 'official', 'fantasy', 'download', 'Mariah Carey official', 'karaoke', 'remix', 'lyrics', 'mariah carey all i want for christmas is you cover']",Mariah Carey - All I Want For Christmas Is You,yXQViqx6GMY,535714338
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,10,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,78683,44637,0,1977996,"['Post', 'Malone', 'Swae', 'Lee', 'Sunflower', '(from', 'Spider-Man:', 'Into', 'the', 'Spider-Verse)', 'Universal', 'Records', 'Hip', 'Hop']","Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse)",ApXoWvfEYVU,163290858
Drip Too Hard,Lil Baby & Gunna,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,8120,21545,0,314598,"['Lil Baby', 'Gunna', 'Drip Too Hard', 'Drip Too Hard']",Drip Too Hard,sqyNqxbCfO8,35780840
ZEZE,Kodak Black Featuring Travis Scott & Offset,10,UChEYVadfkMCfrKUi6qr3I1Q,Kodak Black,91185,67280,0,1573876,"['kodak', 'black', 'kodak black', 'atlantic records', 'atlantic', 'roll in peace', 'codeine dreaming', 'tunnel vision', 'drowning', 'transportin', 'heart break kodak', 'project baby 2', 'Zeze', 'Travis Scott', 'Offset', 'Sniper Gang', 'Migos', 'zcWqllTtns4', 'd-JBBNg8YKs', 'LPTlvQ1Zet0', 'Kodak Black Zeze', 'Zeze feat. Travis Scott & Offset', 'official audio', 'Kodak Black Zeze feat. Travis Scott & Offset', 'zeze feat. travis scott & offset kodak black', 'travis scott & offset zeze kodak black', 'offset zeze kodak black travis scott', 'Atlantic']",Kodak Black - ZEZE (feat. Travis Scott & Offset) [Official Audio],mjaayCARwro,146080436
Girls Like You,Maroon 5 Featuring Cardi B,10,UCN1hnUccO4FD5WfM7ithXaw,Maroon5VEVO,457596,434539,0,11055211,"['Maroon', 'Girls', 'Like', 'You', 'Interscope', 'Records*', 'Pop']",Maroon 5 - Girls Like You ft. Cardi B,aJOTlE1K90k,1583535390
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,10,UCSugZEYrWbzqIWGD195V-YA,OfficialGucciMane,63805,65784,0,1556526,"['officialguccimane', 'gucci mane', 'gucci', 'mane', 'atlantic records', 'atlantic', 'guwop', 'radric davis', 'hip hop', 'rap', 'i get the bag', 'both', 'curve', 'met gala', 'solitaire', 'real rich', 'el gato', 'mr. davis', 'droptopwop', 'atlanta', 'DN6WWu_KEQs', 'UdvpUjCmLC4', 'Wake Up In The Sky', 'Bruno Mars', 'Kodak Black', 'Music Video', 'Official Music Video', 'mjaayCARwro', 'zcWqllTtns4', 'gucci mane bruno mars kodak black', ""smoke til I'm high"", ""drink til I'm drunk"", 'You cant tell me I aint fly', 'I know Im super fly', 'wuits', 'gucci bruno kodak']","Gucci Mane, Bruno Mars, Kodak Black - Wake Up in The Sky [Official Music Video]",U68MJz9DrI4,122810820
Mo Bamba,Sheck Wes,10,UCkHiy32HGV0qaB9nV9afdnQ,SheckWesVEVO,94391,72329,0,1676036,"['Sheck', 'Wes', 'Mo', 'Bamba', 'Cactus', 'Jack', 'Records/', 'G.O.O.D.', 'Music/', 'Interscope', 'Records', 'Hip', 'Hop']",Sheck Wes - Mo Bamba,VWoIpDVkOH0,133111158
It's The Most Wonderful Time Of The Year,Andy Williams,22,UCR-8egBOyVbj_bYXBkv43Ug,claudettecolbert60,7126,3397,0,74443,"['Andy', 'Williams', ""It's"", 'The', 'Most', 'Wonderful', 'Time', 'Of', 'Year']",Andy Williams - It's The Most Wonderful Time Of The Year,gFtb3EtjEic,32114751
Breathin,Ariana Grande,10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,95748,42887,0,1886486,"['Ariana', 'Grande', 'breathin', 'Universal', 'Records', 'Pop']",Ariana Grande - breathin,kN0iD0pI3o0,68557520
Jingle Bell Rock,Bobby Helms,10,UCHvLu7FSnrBPzQYDMQY9nzw,craddock124,14831,11540,0,163667,"['music', 'christmas', 'jingle', 'bell', 'rock', 'lyrics']",Jingle Bell Rock- Lyrics,XpxNNalLTB4,59918761
Eastside,"Benny Blanco, Halsey & Khalid",22,UCqrBKQHQVEvD2Q9FP0DCP2g,benny blanco,17583,46714,0,1247686,"['benny blanco', 'benny', 'blanco', 'halsey', 'ashley', 'khalid', 'kahlid', 'beny blanko', 'benny blanko', 'benni blanco', 'benni blanko', 'halsy', 'eastside', 'east side', 'love', 'music', 'video', 'realtionships', 'high school', 'year book', 'childhood', 'documentary', 'secret genius', 'khaled']","benny blanco, Halsey & Khalid – Eastside (official video)",56WBK4ZK_cw,265753152
Going Bad,Meek Mill Featuring Drake,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,9464,6337,0,208371,"['meek mill', 'hip hop', 'rap', 'atlantic', 'atlantic records', 'champions', 'championship rings', 'rings', 'Intro', 'trauma', 'uptwon vibes', 'on me', 'cardi b', 'whats free', 'Respect the game', 'splash warning', 'going bad', 'drake', 'almost slipped', 'tic tac toe', '24/7', 'pay you back', '21 savage', '100 summers', 'wit the shits', 'stuck in my ways', 'cold hearted ii', 'meek mill music', 'meek new music', 'philly', 'philadelphia', 'eagles', 'sixers', 'championships', 'meek championships', 'warner music group', 'official audio', 'official video']",Meek Mill - Going Bad feat. Drake [Official Audio],T3lKEb0Cs94,19390870
Rockin' Around The Christmas Tree,Brenda Lee,10,UCy5_VL5roz50uWRKR7_gVyw,Lizz Coatsworth,2109,5321,0,100615,"['Christmas', 'Lyrics']",Rockin' Around The Christmas Tree Lyrics,t3HJgCcSUqQ,27733590
Lucid Dreams,Juice WRLD,10,UCi0LydWaEUy3Vx8flL29ebQ,SyrebralVibes,51030,25117,0,602063,"['music', 'hiphop', 'hip', 'hop', 'rap', 'mix', 'remix', 'free', 'download', 'mixtape', 'album', 'leak', 'juice wrld', 'juice wrld lyrics', 'lucid dreams', 'lucid dreams lyrics', 'juice wrld lucid dreams', 'juice wrld lucid dreams lyrics', 'all the girls are the same', 'typebeat', 'syrebral vibes', 'syrebralvibes', 'electronic', 'pop', 'best', 'trap', 'melodic', 'vocals', 'house', 'songs', 'musica', 'lyrics', 'lyric videos', 'spotify', 'new']",Juice Wrld - Lucid Dreams (Lyrics),_fh64GbFSw4,86961824
Better Now,Post Malone,10,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,30910,26194,0,1197623,"['Post', 'Malone', 'Better', 'Now', 'Republic', 'Records', 'Hip', 'Hop']",Post Malone - Better Now,UYwF-jdcVjY,95456192
A Holly Jolly Christmas,Burl Ives,10,UCPKd8Yub6iTTsA5L4_CXsPg,mollyrocks516,3040,1758,0,33871,"['Christmas', 'Jesus', 'Rudolph', 'Burl', 'Ives', 'mollyrocks516', 'Holly', 'Jolly', 'Lyrics']",Holly Jolly Christmas Lyrics - Burl Ives,nVMCUtsmWmQ,10432107
Youngblood,5 Seconds Of Summer,10,UClesqLjeKJd-dG8xLfzJyCQ,5SOSVEVO,35588,20519,0,836660,"['5SOS', '5 Seconds of Summer', 'Youngblood', 'Youngblood Official', 'Youngblood Official Video']",5 Seconds Of Summer - Youngblood (Official Video),#NAME?,58142638
Trip,Ella Mai,10,UCdVlI3zsHhvKKH4OEQVHyHA,EllaMaiVEVO,24797,40862,0,717298,"['Ella', 'Mai', 'Trip', '10', 'Summers', 'Interscope', 'PS']",Ella Mai - Trip (Audio),JfGD75vHWrU,107758158
The Christmas Song (Merry Christmas To You),Nat King Cole,10,UCirPLQsYtHWBmalEbX1LcAA,Nat King Cole - Topic,20,45,0,657,"['Nat King Cole', 'ナット・キング・コール', 'ナットキングコール', 'Christmas Classics', 'The Christmas Song (Merry Christmas To You)']",The Christmas Song (Merry Christmas To You),n33TqJnQLCw,109899
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",10,UCGkSXL5saM8y3VvJD_PdMFQ,DJSnakeVEVO,348214,492872,0,8521564,"['DJ', 'Snake', 'Taki', 'Music/Geffen', 'Records', 'Dance']","DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B",ixkoVwKQaJg,839120192
MIA,Bad Bunny Featuring Drake,10,UCmBA_wu8xGg1OfOkfW13Q0Q,Bad Bunny,151268,218158,0,3666647,"['Bad', 'Bunny', 'Bad Bunny', 'Drake', 'Mia', 'Eres Mia']",Bad Bunny feat. Drake - Mia ( Video Oficial ),OSUxrSe5GbI,477599601
Rudolph The Red-Nosed Reindeer,Gene Autry,10,UCJagnEd7x6lGDKrBbzqruDw,Scenario,19409,30598,0,252827,['christmas'],Rudolph The Red Nosed Reindeer(Lyrics),0byH9h1ClBY,111324523
Leave Me Alone,Flipp Dinero,10,UC-yXuc1__OzjwpsJPlxYUCQ,WORLDSTARHIPHOP,28161,22429,0,742886,"['world star hip hop', 'worldstarhiphop', 'worldstar', 'world star', 'worldstar youtube', 'youtube worldstar', 'worldstarhiphop youtube', 'youtube worldstarhiphop', 'worldstarhiphop channel', 'wshh', 'hip hop', 'hip hop music', 'rap', 'rap music', 'music', 'music video', 'exclusive', 'WSHH exclusive', 'Flipp Dinero', 'Flipp Dinero 2018', 'Flipp Dinero music video', 'Flipp Dinero video', 'Flipp Dinero leave me alone', 'Leave me alone Flipp Dinero', 'Leave Me Alone music video', 'Leave Me Alone video', 'Leave Me Alone']","Flipp Dinero ""Leave Me Alone"" (WSHH Exclusive - Official Music Video)",qu0CxX8GJj8,61546987
Money,Cardi B,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,111491,52575,0,1145020,"['Cardi B', 'Cardi', 'Atlantic Records', 'rap', 'hip hop', 'trap', 'latin', 'Bodak Yellow', 'bloody shoes', 'red bottoms', 'i like it', 'invasion of privacy', 'offset', 'bruno mars', 'finesse', 'Zj2cK8wymIA', 'Cardi B Money', 'Money', 'Cardi Money', 'Cardi B Money Music Video', 'Cardi Money Video', 'Cardi B Video', 'Money Video', 'Money Music Video', 'Bands In The Coupe', 'I Was Born To Flex', 'Cardi Offset', 'Offset', 'Kulture', 'Offset Rolling Loud', 'Cardi IG Live', 'Cardi B Breast Feeding', 'Cardi B Leak', 'Cardi B Snippet', 'Cardi B AMA']",Cardi B - Money [Official Music Video],zUOh09GoQgk,27693624
Love Lies,Khalid & Normani,24,UC4XJeGGdXj0vA4CxDDJ8J_A,Cakes & Eclairs,1224,911,0,30558,"['pop', 'pop music', 'music', 'new song', 'lyrics', 'lyric video', 'new song 2018', 'new spotify', 'cassiopeia', 'cassiopeia lyrics', 'khalid', 'normani', 'love lies', 'love lies lyrics', 'love lies khalid lyrics', 'love lies normani lyrics', 'love lies khalid normani', 'khalid normani', 'khalid ft normani', 'normani khalid', 'love simon', 'khalid lyrics', 'normani lyrics', 'normani love lies', 'khalid love lies', 'love', 'lies', 'one']","Khalid, Normani - Love Lies (Lyrics)",FGa067-f_LI,3205878
Last Christmas,Wham!,10,UCm1QnxCbcLB8fQwoTDk39iQ,WhamVEVO,145961,84651,0,1630871,"['Christmas Playlist 2015', 'Wham', 'Whamvevo', 'george michael', 'Wham! Last Christmas', 'acoustic', 'official', 'careless whisper', 'video', 'music', 'edge of heaven', 'Freedom', 'Last Christmas', 'wake me up before you go-go', 'Music from the Edge of Heaven', 'vevo', 'pop', 'download', 'Wham! Last Christmas Lyrics', ""I'm Your Man"", 'remix', 'lyrics', 'audio', 'official video', 'cover', 'Wham! Last Christmas Official', 'filtr', 'Wham! lyrics', 'Club Tropicana', 'Sony', 'music video', 'single', 'she']",Wham! - Last Christmas (Official Music Video),E8gmARGvPlI,427905482
"Let It Snow, Let It Snow, Let It Snow",Dean Martin,10,UCBnQXCJ9odFrWv9Xf-_durA,Kyle Wolfreys,23905,11548,0,263656,"['let', 'it', 'snow', 'dean', 'martin', 'christmas', 'songs', 'classic', 'song', 'winter']",Dean Martin - Let it Snow!,mN7LW0Y00kE,111888817
BAD!,XXXTENTACION,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,259192,32243,0,2262735,"['BAD (Audio)', 'XXXTENTACION', 'XXXTENTACION - BAD (Audio)', 'Bad Vibes Forever / EMPIRE', 'Pop', 'EMPIRE', 'Bad!', 'Rap', 'Hip-Hop']",XXXTENTACION - BAD! (Audio),P1t9T1TAOBI,62779744
Speechless,Dan + Shay,10,UCx8v-goujcpBVF7QKALgp3g,Dan And Shay,2441,6743,0,157359,"['wedding video', 'heartfelt wedding video', 'emotional wedding video', 'celebrity wedding video', 'summer wedding', 'speechless', 'dan + shay', 'dan and shay', 'husband and wife', 'outside wedding', 'groomsmen', 'bridesmaid', 'dan smyers', 'shay mooney', 'country music', 'country duo', 'all to myself', 'tequila', 'how not to', 'from the ground up', 'dan + shay speechless', 'dan + shay album', 'dan smyers wedding', 'shay mooney wedding']",Dan + Shay - Speechless (Wedding Video),7UoP9ABJXGE,35137363
Better,Khalid,10,UCcN-NDV03eHs6oLd1pe2r8w,KhalidVEVO,17939,25387,0,737339,"['Suncity', 'OTW', 'Love Lies', 'Yound Dumb and Broke', 'Location', 'Better', 'Khalid', 'R&B', 'Right Hand Music Group', 'LLC/RCA Records']",Khalid - Better (Official Music Video),x3bfa3DZ8JM,96266610
Beautiful,Bazzi Featuring Camila Cabello,10,UCKI6DNZu8-X5VWI0FEEYCTA,Bazzi,28989,21842,0,977104,"['bazzi', 'andrew bazzi', 'mine', 'beautiful', 'cosmic', 'atlantic', ""you're so fucking precious"", 'bazzi music', 'Camila', 'Camila Cabello', 'Camila Bazzi Beautiful', 'Warner Music Group', 'Atlantic Records', 'Camila Cabello Consequences', 'consequences', 'camila bazzi music', 'bazzi beautiful', 'camila cabello songs', 'camila', 'camila bazzi', 'the way that gucci look on you', 'official audio', 'camila cabello live', 'bazzi beautiful ft camila', 'bazzi beautiful camila cabello', 'official video', 'music video', 'official music video']",Bazzi feat. Camila Cabello - Beautiful (Official Video),Uk1hv6h7O1Y,69928072
whoa (mind in awe),XXXTENTACION,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,34432,3016,0,391175,"['whoa (mind in awe) (Audio)', 'XXXTENTACION', 'XXXTENTACION - whoa (mind in awe) (Audio)', 'Bad Vibes Forever / EMPIRE', 'Pop', 'EMPIRE']",XXXTENTACION - whoa (mind in awe) (Audio),GnF1S-WedwI,13234475
I Like It,"Cardi B, Bad Bunny & J Balvin",10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,258281,376581,0,5689623,"['Cardi B', 'I Like It', 'Invasion of Privacy', 'Bad Bunny', 'J Balvin', 'Bronx', 'New York', 'Rap', 'Hip Hop', 'Bodak Yellow', 'Bartier Cardi', '8zSRkr1nQNw', 'Cardi', 'Bardi', 'iAeYPfrXwk4', '#1 Billboard', 'XXXTentacion']","Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",xTlNMmZKwpA,785799177
Shallow,Lady Gaga & Bradley Cooper,10,UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,62909,43154,0,1762185,"['Lady', 'Gaga', 'Bradley', 'Cooper', 'Shallow', 'Star', 'is', 'Born', 'OST', 'Soundtrack']","Lady Gaga, Bradley Cooper - Shallow (A Star Is Born)",bo_efYhYU2A,179183896
Here Comes Santa Claus (Down Santa Claus Lane),Gene Autry,10,UCOTi-kqWFDlHE6ReY_i7rPw,TheNewFormat,1393,1549,0,25218,"['Gene', 'Autry', 'Here', 'Comes', 'Santa', 'Claus', '(Right', 'Down', 'Lane)']",Here Comes Santa Claus ~ Gene Autry,XK60Cwwp_EI,9565836
Sleigh Ride,The Ronettes,10,UCeUNMxXnaGLR1Djfiia--iQ,merry christmas,1380,694,0,16519,"['amy grant', 'holidayschannel', 'christmas', 'elf']",Sleigh Ride Lyrics,kXXUXgaMtDY,3337513
Feliz Navidad,Jose Feliciano,10,UCwf2PvZyfSLki3_KbWPEx0A,Leon B,8947,8417,0,130538,"['Lyrics', 'Weihnachten', 'text', 'musik', 'Gesang', 'Song', 'Screen', 'Feliz Navidad (song)', 'Music With Onscreen Lyrics', 'Full Song']",Feliz Navidad- Jose Feliciano lyrics [HQ],RTtc2pM1boE,30311559
Natural,Imagine Dragons,10,UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,29294,15110,0,858441,"['Imagine', 'Dragons', 'Natural', 'Kid', 'Ina', 'Korner', 'Interscope', 'Alternative']",Imagine Dragons - Natural (Lyrics),V5M2WZiAy6k,66586713
Uproar,Lil Wayne,10,UCEOhcOACopL42xyOBIv1ekg,LilWayneVEVO,18257,12731,0,418361,"['Lil', 'Wayne', 'Uproar', 'Young', 'Money', 'Records', 'Inc.', 'Hip', 'Hop']",Lil Wayne - Uproar ft. Swizz Beatz,GQ2juiyXk-s,24243173
Broken,lovelytheband,10,UCkRP-4rl0ylPU11jmdBvXmg,lovelythebandVEVO,5485,6964,0,185546,"['Alternative', 'RED MUSIC', 'broken', 'lovelytheband']",lovelytheband - broken (official video),qr1-WpWOUk8,17126356
Taste,Tyga Featuring Offset,10,UChXnu0HBydqedqhnClp0rJg,TygaVEVO,77565,181958,0,2934058,"['Tyga', 'Taste', '(Official', 'Video)', 'Last', 'Kings', 'Music', 'EMPIRE', 'Rap/Hip-Hop', 'Offset', 'Migos', 'Quavo', 'Drake', 'Nicki Minaj', 'Kylie Jenner', 'Kardashian', 'Kyoto', 'Travis Scott', 'T-Raww', 'da doman']",Tyga - Taste (Official Music Video) ft. Offset,LjxulQ1bEWg,514881055
She Got The Best Of Me,Luke Combs,10,UCwLK17rpMFUfktQEcMzSyWg,LukeCombsVEVO,3338,6447,0,131978,"['luke combs', 'beautiful crazy', 'when it rains it pours', 'hurricane', 'beer never broke my heart', 'cma', 'acm', 'country', 'country radio', 'Jason aldean', 'bootleggers', 'must’ve never met you', 'country music', 'songwriter', 'Nashville', 'north carolina', 'Houston we got a problem', 'eric church', 'luke bryan', 'brothers osborne', 'chris stapleton', 'kane brown', 'leon bridges', 'a long way', 'honky tonk highway', 'used to you', 'don’t tempt me', 'this one’s for you', 'this one’s for you too']",Luke Combs - She Got the Best of Me,a2a9fgPI_PI,27775817
Guardian Angel,XXXTENTACION,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,56432,8377,0,527520,"['Guardian angel (Audio)', 'XXXTENTACION', 'XXXTENTACION - Guardian angel (Audio)', 'Bad Vibes Forever / EMPIRE', 'Pop', 'EMPIRE']",XXXTENTACION - Guardian angel (Audio),jrch8Pf_fJU,12904356
Dangerous,Meek Mill Featuring Jeremih & PnB Rock,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,5200,12852,0,253766,"['meek mill', 'meek', 'mill', 'hip hop', 'rap', 'atlantic', 'atlantic records', 'wins & losses', 'dreams worth more than money', 'stay woke', 'dangerous', 'Jeremih', 'PnB Rock', 'legends of the summer', 'meek dangerous', 'Hip Hop', 'Warner Music Group', 'RNB', 'Jerimih', 'PNB', 'Meek Mill Dangerous', 'meek legends of the summer', 'championships', 'meek new music', 'meek mill new video', 'Jeremih meek', 'PNB rock meek', 'dangerous pnb', ""feel a vibe that's contagious"", 'you feel a vibe thats contagious']",Meek Mill - Dangerous (feat. Jeremih & PnB Rock),stcIiJbwpio,31703584
God Is A Woman,Ariana Grande,10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,426676,383139,0,3236347,"['Ariana', 'Grande', 'God', 'is', 'woman', 'Republic', 'Records', 'Pop']",Ariana Grande - God is a woman,kHLHSlExFis,187436911
I Don't Let Go,XXXTENTACION,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,31456,2312,0,347151,"['I don’t let go (Audio)', 'XXXTENTACION', 'XXXTENTACION - I don’t let go (Audio)', 'Bad Vibes Forever / EMPIRE', 'Pop', 'EMPIRE']",XXXTENTACION - I don’t let go (Audio),0dSp35RO8nY,9692750
Best Shot,Jimmie Allen,24,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,1488,3081,0,27098,"['Best Shot', 'LeBron James', 'Jay Williams', 'NBA', 'basketball', 'Maverick Carter', 'Newark', 'youth', 'sports', 'documentary', 'docuseries', 'reality', 'family', 'New Jersey', 'inner city', 'mentorship', 'perserverance', 'resilience', 'Michael John Warren', 'sports doc', 'uninterrupted', 'strength', 'teen', 'grit', 'tough love', 'doc', 'drama', 'entertainment', 'health', 'fitness', 'wellness']",Best Shot Ep 1 - “We All We Got” | Binge the series with YouTube Premium,NdkLOwYYfpA,9541559
Calling My Spirit,Kodak Black,10,UChEYVadfkMCfrKUi6qr3I1Q,Kodak Black,16848,9637,0,281919,"['kodak', 'black', 'kodak black', 'atlantic records', 'atlantic', 'roll in peace', 'codeine dreaming', 'tunnel vision', 'drowning', 'transportin', 'heart break kodak', 'project baby 2', 'zcWqllTtns4', 'EfHNIPXTxy0', 'Florida Rap', 'Florida', 'New Kodak', 'Official', 'zeze', 'dying to live', 'calling my spirit', 'Calling My Spirit', 'Calling My Spirit Video']",Kodak Black - Calling My Spirit [Official Music Video],ppSY98RGyBU,19688588
Drunk Me,Mitchell Tenpenny,10,UC7qPz_-prgjFyKGcnqJ9aKA,MitchellTenpennyVEVO,2068,5587,0,99235,"['gary allan', 'dustin lynch', 'granger smith', 'cma', 'acm', 'countrgary allan', 'country radio', 'sony', 'luke combs', 'kane brown', 'bitches', 'truck I drove in high school', 'm10', 'drunk me', 'alcohol you later', 'Mixed drinks', 'make it to the party', 'if the boot fits', 'laid back', 'country music', 'meet mitchell', 'm10 Mondays', 'LANCO', 'Realtree', 'whiskey jam', 'Jon Langston', 'drunk videos', 'drunk dialy radio', 'drunk dial', 'Country', 'Drunk Me', 'Mitchell Tenpenny', 'Riser', 'House', 'Nashville']",Mitchell Tenpenny - Drunk Me,BiA-7xHM8zc,24827769
Pure Cocaine,Lil Baby,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,1270,5067,0,105425,"['Lil Baby', 'Street Gossip', 'Pure Cocaine']",Pure Cocaine,JJQkP4bqbyg,10281911
Lost In Japan,Shawn Mendes X Zedd,10,UC4-TgOSMJHn-LtY4zCzbQhw,ShawnMendesVEVO,3740,220,0,63052,"['Shawn Mendes', 'Lost In Japan', 'Live From Dick Clark’s New Year’s Rockin’ Eve', 'Mendes', 'Dick Clark', 'New Year’s Rockin’ Eve', 'New Year', 'NYE', 'Rockin’ Eve', 'live']",Shawn Mendes - Lost In Japan (Live From Dick Clark’s New Year’s Rockin’ Eve 2019),WqaHCJidrRE,467518
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,10,UC6pjHMC4QXMi4llCCjtDXWg,Lil pump,207072,64002,0,2365367,"['xxxtentacion', 'lilpump', 'pump', 'maluma', 'swaelee', 'armsaroundyou', 'armaroundyou', 'xxx', 'lil pump', 'arms around you tribute', 'xxxtentacion tribute', 'sway lee', 'arms around you', 'arms around you song', 'rap music', 'pop music', 'hip hop music', 'xxx tentacion']","XXXTENTACION & Lil Pump ft. Maluma & Swae Lee  - ""Arms Around You"" (Official Music Video)",tLNOce4Y4uc,102976109
You Say,Lauren Daigle,10,UCPJFvbf8tNE9-_aYgeXfdKA,Lauren Daigle,21299,14230,0,459480,"['you say official music', 'you say official music video', 'lauren daigle you say', 'lauren diagle', 'Lauren Daigle', 'Lauren', 'Daigle', 'You Say', 'Lauren Daigle music', 'ccm', 'centricity music', 'new christian music', 'christian music', 'pop music', 'new lauren daigle song', 'how can it be', 'turst in you lauren', 'how can it be lauren daigle', 'klove', 'wayfm', 'new worship music', 'adele', 'first lauren', 'chris tomlin', 'karrie jobe', 'amanda cook', 'worship']",Lauren Daigle - You Say (Official Music Video),sIaT8Jl2zpI,52126525
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,10,UCvu362oukLMN1miydXcLxGg,EllieGouldingVEVO,9764,15578,0,353733,"['Ellie', 'Goulding', 'Diplo', 'Swae', 'Lee', 'Close', 'To', 'Me', 'Polydor', 'Records', 'Pop']","Ellie Goulding, Diplo, Swae Lee - Close To Me (Official Video)",ajN57m_OSpY,34960824
